DBA,BORO,ZIPCODE,Latitude,Longitude
HARAZ COFFEE HOUSE,Manhattan,10012,40.72535383,-74.00362588
DELICACY,Manhattan,10017,40.75449592,-73.97929997
LITTLE ITALY PIZZA,Manhattan,10016,40.75146342,-73.98204034
PRAWNAHOLIC,Manhattan,10020,40.76036734,-73.98153257
BILLY'S BAKERY,Manhattan,10024,40.78234889,-73.97520009
DALTON'S BAR & GRILL,Manhattan,10036,40.75935847,-73.99196123
LUCID CAFE,Manhattan,10016,40.74877559,-73.97797721
THE COMMONS CHELSEA,Manhattan,10011,40.74084807,-73.99801884
STARBUCKS,Manhattan,10024,40.78491602,-73.97916048
SUSHI 35 WEST,Manhattan,10001,40.75202715,-73.99105258
WENDY'S,Manhattan,10036,40.75559669,-73.9799746
OXIDO,Manhattan,10018,40.7549197,-73.9866595
THE PLAYERS,Manhattan,10003,40.7377759,-73.98648252
HOLIDAY INN EXPRESS,Manhattan,10005,40.70542391,-74.00705481
THINK COFFEE,Manhattan,10011,40.73852869,-73.99597286
DIG INN,Manhattan,10003,40.73320622,-73.98992573
THE PHO 2,Manhattan,10011,40.74569532,-73.99820275
ESS-A-BAGEL,Manhattan,10022,40.75621495,-73.97046695
EGG SHOP,Manhattan,10012,40.72035007,-73.9950865
XIN WEI NING,Manhattan,10002,40.71805223,-73.98847062
LOBSTER STEAKHOUSE RESTAURANT,Manhattan,10033,40.84899333,-73.93734868
TEXAS ROTISSERIE & GRILL,Manhattan,10025,40.79546238,-73.97119709
MISS KOREA,Manhattan,10001,40.74743743,-73.98620265
H & H MIDTOWN BAGELS EAST,Manhattan,10028,40.77436074,-73.95431632
PRET A MANGER,Manhattan,10017,40.75423683,-73.97399422
SHANGHAI VILLA,Manhattan,10012,40.7313759,-74.00031752
CARVEL,Manhattan,10036,40.75937123,-73.98305613
AVO,Manhattan,10001,40.75154431,-74.00508184
XI'AN FAMOUS FOODS,Manhattan,10013,40.71514606,-73.99716828
MARI,Manhattan,10036,40.76145809,-73.99043042
DAY DRINKS CHELSEA,Manhattan,10011,40.74214071,-74.00604105
VANILLA GORILLA CAFE,Manhattan,10018,40.75367136,-73.99239144
DUNKIN,Manhattan,10033,40.85101786,-73.93067768
LE CHARLOT,Manhattan,10021,40.76975104,-73.96661601
PERSEPOLIS,Manhattan,10021,40.7697234,-73.95769871
"DUNKIN',' BASKIN ROBBINS",Manhattan,10001,40.74624688,-73.99406685
BARN JOO 35,Manhattan,10001,40.74964137,-73.98540457
PADDY REILLY'S MUSIC BAR,Manhattan,10016,40.74154868,-73.97824305
IL MULINO PRIME,Manhattan,10013,40.72217264,-74.00392514
LAUT,Manhattan,10003,40.73747992,-73.99115919
BAYA BAR,Manhattan,10013,40.72158798,-74.00441935
DISHES,Manhattan,10022,40.75953381,-73.97224506
SIP & SCOOP,Manhattan,10022,40.75690977,-73.97204402
FORSYTHIA,Manhattan,10002,40.72261436,-73.99243468
LA MARCHANDE,Manhattan,10005,40.7052784,-74.00753449
ELEPHANT EAR THAI EATERY,Manhattan,10036,40.76191095,-73.9900802
SUGAR BAR,Manhattan,10023,40.7793229,-73.98335795
HAPPY BOWLS,Manhattan,10003,40.73083479,-73.99045288
MEL'S BURGER,Manhattan,10021,40.77115576,-73.95662914
SOFIA'S LITTLE ITALY,Manhattan,10013,40.71876093,-73.9975866
RAPHA CYCLE CLUB,Manhattan,10012,40.72595773,-74.00126997
JUICE PRESS,Manhattan,10012,40.7259193,-74.00122667
GRINI'S GRILL,Manhattan,10030,40.8191937,-73.93733349
DUNKIN,Manhattan,10027,40.80793909,-73.94586562
WOOGA,Manhattan,10001,40.7487994,-73.99220432
HO LEE,Manhattan,10030,40.82137131,-73.93925358
LOVELY DAY,Manhattan,10012,40.72184045,-73.99448391
MOCHI DOLCI,Manhattan,10024,40.78349699,-73.97919703
LA BROCHETTE,Manhattan,10016,40.74979101,-73.97725865
787 COFFEE CO,Manhattan,10012,40.72445631,-74.00296199
GREGORYS COFFEE,Manhattan,10018,40.75360549,-73.99241671
MEE SUM CAFE,Manhattan,10013,40.71486063,-73.99819997
MERRION SQUARE,Manhattan,10128,40.78365705,-73.94749595
BAGELS AND MORE,Manhattan,10128,40.78083762,-73.95249921
AMANO CAFE,Manhattan,10014,40.73214168,-74.00151905
SUBWAY,Manhattan,10019,40.76157821,-73.98445617
OASIS JIMMA JUICE BAR,Manhattan,10027,40.81464722,-73.95905732
EL NUEVO CARRIBENO,Manhattan,10029,40.79166312,-73.94668787
KAME,Manhattan,10001,40.74750409,-73.99686374
KAILASH PARBAT,Manhattan,10016,40.74210665,-73.98283319
GUASTAVINO'S,Manhattan,10022,40.75942366,-73.96149545
BURRITO LOCO,Manhattan,10014,40.73201268,-74.00140359
"BAKED BY LUIGI, NYC PIZZA",Manhattan,10010,40.73855487,-73.98248769
AMERICAN RESTAURANT,Manhattan,10027,40.81717849,-73.95347393
DA MARINO NYC,Manhattan,10019,40.76097992,-73.98498695
DA RAFFAELE,Manhattan,10022,40.75340597,-73.96649791
LA NONNA,Manhattan,10013,40.71845352,-73.99773451
SUBWAY,Manhattan,10036,40.76116735,-73.99318834
MORGENSTERN'S FINEST ICE CREAM,Manhattan,10012,40.72720386,-73.99969333
MARLIN BAR AT TOMMY BAHAMA AND TOMMY BAHAMA RESTAURANT AND B,Manhattan,10176,40.75561029,-73.97931767
AMURA JAPANESE RESTAURANT,Manhattan,10028,40.77489581,-73.9539224
JUGOS,Manhattan,10010,40.73623768,-73.97886905
SOPHRA TURKISH RESTAURANT,Manhattan,10016,40.74674435,-73.97736075
CUCINA BENE PIZZERIA,Manhattan,10005,40.70598084,-74.0103659
VAN LEEUWEN,Manhattan,10014,40.73532546,-74.0060296
SARTIANO'S,Manhattan,10012,40.72493118,-73.99834041
TAM SANG THAI KITCHEN,Manhattan,10016,40.74939033,-73.97752947
THINK COFFEE,Manhattan,10001,40.75211807,-74.00115858
CAFE MOGADOR,Manhattan,10009,40.72736479,-73.984742
CLOUD M,Manhattan,10002,40.72073428,-73.9938635
TADA,Manhattan,10013,40.71554957,-73.99825407
THE CORNELL CENTER OF NEW YORK,Manhattan,10017,40.75459752,-73.97953816
ANDY'S RESTAURANT,Manhattan,10035,40.80248883,-73.93670995
HAVANA SOCIAL,Manhattan,10004,40.70433124,-74.01034039
COFFEE PROJECT,Manhattan,10019,40.76554481,-73.98800029
LEDO PIZZA,Manhattan,10018,40.7540527,-73.99005972
5 ESTRELLAS BAKERY AND RESTAURANT,Manhattan,10031,40.82363373,-73.95249745
ODD SISTER,Manhattan,10013,40.7215661,-74.00118691
KATI SHOP,Manhattan,10022,40.75928603,-73.96931771
MUSEUM OF ICE CREAM,Manhattan,10012,40.72385249,-73.9980915
STARBUCKS PICKUP,Manhattan,10003,40.73430706,-73.99244417
AMAZON NYC,Manhattan,10001,40.74868342,-73.98513771
LE MONDE,Manhattan,10025,40.80556977,-73.96568409
A SALT & BATTERY,Manhattan,10011,40.73847384,-74.00222648
THE PUBLIC NEW YORK,Manhattan,10002,40.72277898,-73.99146419
OLDAYS,Manhattan,10001,40.74471219,-73.98906146
ALCALA RESTAURANT,Manhattan,10017,40.75159875,-73.97243606
DUNKIN,Manhattan,10001,40.75282069,-73.99672273
KURO KIRIN EXPRESSO AND COFFEE,Manhattan,10034,40.86610252,-73.92566527
KOSAKA,Manhattan,10011,40.73809783,-74.00077223
PIG 'N' WHISTLE,Manhattan,10036,40.7581823,-73.98028064
CLAUDETTE,Manhattan,10011,40.73300347,-73.99581082
THE HIDEOUT,Manhattan,10002,40.7208878,-73.99103513
TAMPICO TEQUILA BAR,Manhattan,10002,40.72016061,-73.99351001
THE OFFICE OF MR. MOTO,Manhattan,10009,40.72726046,-73.98453998
NANCY WHISKEY PUB,Manhattan,10013,40.72053946,-74.00501092
COURT STREET GROCER'S LAGUARDIA PLACE,Manhattan,10012,40.7286476,-73.99846299
CHOBANI SOHO,Manhattan,10012,40.72583696,-74.00106432
ROSIE'S,Manhattan,10003,40.72516414,-73.99094436
FLUTE,Manhattan,10019,40.7637297,-73.98174462
IL MULINO,Manhattan,10022,40.76407048,-73.97060424
LITTLE ITALY PIZZA,Manhattan,10023,40.77763473,-73.98237988
THE SMITH,Manhattan,10003,40.73098835,-73.98884001
WENDY'S,Manhattan,10003,40.73558065,-73.99263166
JUILLIARD ROSE DINING HALL,Manhattan,10023,40.77399,-73.98447854
GOOGLE 5BB,Manhattan,10011,40.74190747,-74.00465888
TORTILLERIA ROSTICERIA EL GUERRERENSE,Manhattan,10032,40.8342533,-73.94102336
TIN WONG RESTAURANT INC.,Manhattan,10013,40.71749006,-73.99607514
15 STORIES,Manhattan,10016,40.74469774,-73.98308153
MOROCHAS CAFE,Manhattan,10002,40.72087105,-73.98796146
INTERCONTINENTAL NEW YORK EMPLOYEE CAFE,Manhattan,10017,40.75554333,-73.97397927
FOOD FOR THOUGHT CATERED EVENTS,Manhattan,10001,40.74460819,-73.99290854
SUBWAY,Manhattan,10011,40.7439194,-73.995756
EAST ONE COFFEE ROASTERS,Manhattan,10011,40.74366958,-73.99465532
SHABU SHABU MAYUMON,Manhattan,10002,40.71441571,-73.99199914
CAFE AROMA,Manhattan,10018,40.7559908,-73.99439083
FRANCESCO PIZZERIA,Manhattan,10023,40.77509004,-73.98049586
SAHARA EAST RESTAURANT,Manhattan,10009,40.72951931,-73.98387196
MEDI WINEBAR,Manhattan,10019,40.76578353,-73.98728185
RUSS & DAUGHTERS 34TH ST.,Manhattan,10001,40.75469541,-73.99945137
MCDONALD'S,Manhattan,10025,40.79428784,-73.97206077
DOS TOROS,Manhattan,10038,40.70695549,-74.00709104
"DUNKIN', BASKIN ROBBINS",Manhattan,10010,40.73564214,-73.97929142
MOMOFUKU MILK BAR,Manhattan,10003,40.73212444,-73.9865414
CAPY,Manhattan,10013,40.71810219,-73.99781028
FINESTRA,Manhattan,10021,40.76761915,-73.95316933
TAP NYC,Manhattan,10023,40.77771642,-73.97855615
FASANO FIFTH AVENUE BAR,Manhattan,10065,40.766519,-73.97135406
MAZETE,Manhattan,10010,40.74142707,-73.99385798
SWEETGREEN,Manhattan,10065,40.76361941,-73.96717863
UT47 MANHATTAN,Manhattan,10036,40.76106822,-73.98908042
SUGARFISH BY SUSHI NOZAWA,Manhattan,10012,40.72527424,-74.00345991
LUKE'S LOBSTER,Manhattan,10017,40.75161005,-73.9738184
DUNKIN,Manhattan,10035,40.80484127,-73.93706169
SKINOS MEDITERRANEAN CUISINE,Manhattan,10006,40.70913145,-74.01402023
BOCCA DI BACCO,Manhattan,10036,40.76014892,-73.99138719
SILVER STAR RESTAURANT,Manhattan,10065,40.7642051,-73.96170566
EL NUEVO CAPRI RESTAURANT,Manhattan,10033,40.84681027,-73.93554352
D'BICHOTE ANTOJITOS & MAS,Manhattan,10031,40.82566421,-73.95101454
DA UMBERTO RESTAURANT,Manhattan,10011,40.73948387,-73.99594754
EL CASTILLO DE JAGUA II,Manhattan,10002,40.71457379,-73.98208279
THINK COFFEE,Manhattan,10013,40.7169466,-74.00394287
THE GLOBE BAR & GRILL,Manhattan,10010,40.73921659,-73.98408973
CHEESY PIZZA,Manhattan,10025,40.79734217,-73.96980213
DOMINO'S,Manhattan,10021,40.76926945,-73.9549119
THE DAWSON,Manhattan,10036,40.75582459,-73.98046903
POMODORO,Manhattan,10018,40.75633662,-73.99413814
DOUBLE ZERO,Manhattan,10003,40.72603411,-73.98954799
APPETHAIZE,Manhattan,10013,40.71632086,-74.0000469
MISHKA SOHO,Manhattan,10013,40.72375637,-74.00382061
156 VALLE RESTAURANT,Manhattan,10032,40.83242599,-73.94236927
"SOUTHGATE RESTAURANT, JW MARRIOT ESSEX HOUSE",Manhattan,10019,40.76660564,-73.9784731
ENZO BRUNI PIZZA GOURMET,Manhattan,10128,40.78327566,-73.94779957
PIZZA TOWN,Manhattan,10013,40.71784146,-73.99973666
FOOD KING,Manhattan,10019,40.76368974,-73.99249497
STARBUCKS,Manhattan,10012,40.7266302,-74.0001804
MARY'S FISH CAMP,Manhattan,10014,40.73472722,-74.00311761
MAD DOG & BEANS,Manhattan,10004,40.70404854,-74.0101528
PARK HYATT NEW YORK,Manhattan,10019,40.76517301,-73.97922083
YORKVILLE BAGEL & CAFE,Manhattan,10128,40.78313024,-73.94790801
E.J'S LUNCHEONETTE,Manhattan,10021,40.77056686,-73.95999432
KUU,Manhattan,10038,40.70983737,-74.00887681
BULBAP GRILL,Manhattan,10019,40.76514164,-73.99143708
HULA POKE,Manhattan,10025,40.80342546,-73.96354323
BAGELS & COMPANY,Manhattan,10024,40.78273086,-73.97737735
THE KATI ROLL COMPANY,Manhattan,10012,40.72949574,-74.00092006
LA BOITE,Manhattan,10019,40.76669808,-73.99401809
NOWHERE,Manhattan,10003,40.73197041,-73.98407703
BIRD IN HAND,Manhattan,10031,40.82731877,-73.94980645
THAI 72,Manhattan,10023,40.77791706,-73.98002924
MAISON CLOSE RESTAURANT,Manhattan,10013,40.72341328,-74.00370514
TOFU TOFU,Manhattan,10013,40.71760806,-73.99526346
VILLAGE SQUARE PIZZA II,Manhattan,10014,40.73317359,-74.00560363
MCDONALD'S,Manhattan,10016,40.74322121,-73.98413207
COSMIC CAT CAFE,Manhattan,10009,40.72259988,-73.98478999
HOUSE OF JOY RESTAURANT,Manhattan,10013,40.71486337,-73.9982144
AIYARA THAI,Manhattan,10018,40.75515642,-73.9950009
LOMBARDI'S,Manhattan,10012,40.72168405,-73.99566001
SAHOLA COFFEE SHOP,Manhattan,10016,40.74492542,-73.9821576
ADOBO MEXICAN GRILL,Manhattan,10014,40.73085439,-74.00153707
TAQUERIA Y FONDA LA MEXICANA,Manhattan,10025,40.80145518,-73.96497105
JAIRO Y ANTHONY GROCERY DELI,Manhattan,10032,40.84180111,-73.93551225
AKIMOTO SUSHI,Manhattan,10007,40.71576893,-74.00725792
BUFFALO WILD WINGS GO,Manhattan,10028,40.77864329,-73.95621623
LITTLE KIRIN,Manhattan,10003,40.72777663,-73.98571966
O'HARA'S,Manhattan,10006,40.70963664,-74.01271101
TEADO TEA SHOP,Manhattan,10002,40.71716065,-73.99503984
TIM HO WAN,Manhattan,10003,40.73169663,-73.99027595
PRINCE TEA HOUSE,Manhattan,10001,40.74735224,-73.98535816
FUKU OMAKESE,Manhattan,10014,40.73248479,-74.00089484
JUSTINO'S PIZZERIA,Manhattan,10019,40.76801757,-73.98564963
POMMES FRITES,Manhattan,10012,40.73012704,-74.00036081
212 STEAKHOUSE,Manhattan,10022,40.75648285,-73.96653245
IL CANTINORI RESTAURAUNT,Manhattan,10003,40.73240224,-73.99307222
ELENI'S,Manhattan,10003,40.73650761,-73.98484815
BLACK SEED BAGELS,Manhattan,10012,40.7209347,-73.99483753
ARTESANO,Manhattan,10007,40.7145777,-74.00722893
DUNKIN,Manhattan,10026,40.79860198,-73.95330637
MOONO,Manhattan,10016,40.74635565,-73.9836008
HEAVEN'S HOT BAGEL,Manhattan,10002,40.72157326,-73.98420579
MARK JOSEPH STEAKHOUSE,Manhattan,10038,40.70841042,-74.00159065
DIG INN SEASONAL MARKET,Manhattan,10025,40.80559995,-73.96564073
99C PIZZA,Manhattan,10003,40.73282704,-73.98611548
BEACH CAFE,Manhattan,10021,40.76739096,-73.9593789
LA CASA DEL POLLO AND JUICE BAR,Manhattan,10033,40.84926197,-73.93671588
KIMPTON HOTEL THETA,Manhattan,10019,40.76112014,-73.98693981
KUNG FU TEA,Manhattan,10003,40.7304563,-73.99503163
LITTLE ITALY PIZZA,Manhattan,10019,40.76567602,-73.98364296
ANDO PATISSERIE,Manhattan,10003,40.7293137,-73.98575541
HUDSON THEATRE,Manhattan,10036,40.75661017,-73.98428047
THE HIGH NOTE,Manhattan,10003,40.7348063,-73.98862648
HEALTHY GREEN JUICE BAR,Manhattan,10038,40.70934333,-74.00860983
PARADA 47 MEXICAN RESTAURANT,Manhattan,10036,40.76332754,-73.99443714
CAVA MEZZE GRILL,Manhattan,10010,40.74098444,-73.98576734
SWEETGREEN,Manhattan,10014,40.73940145,-74.00583871
WIMPY'S RESTAURANT,Manhattan,10031,40.82857649,-73.94517305
NEW YORK PIZZA SUPREMA,Manhattan,10001,40.75003195,-73.99504099
THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,10027,40.81370465,-73.95601244
JACK'S WIFE FREDA,Manhattan,10003,40.73312413,-73.99348348
TOMS JUICE,Manhattan,10003,40.72653647,-73.99024063
PARLA,Manhattan,10023,40.77945636,-73.97730625
MALA PROJECT,Manhattan,10036,40.7566233,-73.98042548
AVE D PIZZERIA,Manhattan,10009,40.7204991,-73.97836178
ARVACI COFFEE,Manhattan,10018,40.75460189,-73.99332256
EMPEROR DUMPLING,Manhattan,10001,40.7462082,-73.99037849
MOODY TONGUE SUSHI,Manhattan,10014,40.73451042,-74.00108972
LA PILITA DELI GROCERY,Manhattan,10034,40.864303,-73.91906195
KATSU-HAMA,Manhattan,10017,40.75635659,-73.97785197
THE BISTRO (COURTYARD BY MARRIOTT TIMES SQUARE),Manhattan,10018,40.75432463,-73.99262236
LEFT BANK,Manhattan,10014,40.7350537,-74.00663217
HEAVENLY MARKET & PIZZA,Manhattan,10128,40.77713219,-73.94624821
TROPICAL SPANISH CUISINE,Manhattan,10032,40.83396997,-73.94532398
TWENTY ONE GRAINS,Manhattan,10019,40.76199773,-73.98156821
ETHOS GALLERY,Manhattan,10022,40.75441034,-73.96577552
PATRON MEXICAN GRILL,Manhattan,10036,40.75933377,-73.99195401
T-SWIRL CREPE,Manhattan,10013,40.71375724,-73.99866894
CAFE HUGO,Manhattan,10013,40.72635812,-74.00902334
787 COFFEE,Manhattan,10016,40.7422055,-73.98308939
GOLDEN CITY CHINESE RESTAURANT,Manhattan,10001,40.75310065,-73.99652059
NOKSU,Manhattan,10001,40.7477312,-73.98684861
VIVA MEXICO MEXICAN CUISINE,Manhattan,10040,40.85416578,-73.93019362
HARNEY & SONS TEA,Manhattan,10013,40.72156885,-73.99939031
HUNGARIAN PASTRY SHOP,Manhattan,10025,40.80347212,-73.9635107
NOW OR NEVER COFFEE,Manhattan,10013,40.7228094,-74.00465754
TAKE SUSHI & BOWL,Manhattan,10065,40.76132653,-73.96382627
TASTE FROM EVEREST,Manhattan,10016,40.74216428,-73.98281874
TRYON PUBLIC HOUSE,Manhattan,10040,40.86509397,-73.92804899
CARNEGIE DINER AND CAFE,Manhattan,10019,40.76570572,-73.98047334
OAKBERRY,Manhattan,10001,40.74448158,-73.98851295
RESERVE CUT,Manhattan,10004,40.70601369,-74.01133252
Tiptara Thai,Manhattan,10002,40.71426984,-73.98750093
DUNKIN,Manhattan,10039,40.82068108,-73.93684071
JOE & THE JUICE,Manhattan,10025,40.79155179,-73.97402654
NEW CHINATOWN,Manhattan,10128,40.78289007,-73.95101724
CALLE DAO,Manhattan,10012,40.72875739,-73.99834392
LE PAIN QUOTIDIEN,Manhattan,10023,40.77918271,-73.98194257
TRIAD THEATER,Manhattan,10023,40.7781532,-73.98058883
NO.1 CALLE 191 PESCADERIA,Manhattan,10040,40.85520557,-73.92943339
99 CENT TASTY PIZZA,Manhattan,10017,40.75184086,-73.97490109
GRANO DE CAFE,Manhattan,10034,40.86648577,-73.92840541
BRANDY'S PIANO BAR,Manhattan,10028,40.77713558,-73.95406166
BAYARD SUSHI,Manhattan,10013,40.7157472,-73.99887091
BLACK SEED BAGELS,Manhattan,10009,40.72916527,-73.98412822
HILTON GARDEN INN -MANHATTAN- MIDTOWN EAST,Manhattan,10022,40.75687891,-73.9694235
BAN BAN SHOP,Manhattan,10025,40.80644515,-73.96504788
CCG(F6109)-VENABLE NYC CAFE,Manhattan,10036,40.75547127,-73.9855982
FRENCH ROAST,Manhattan,10024,40.78767958,-73.97702176
LA COCINA DE MAMA,Manhattan,10029,40.79398686,-73.94446127
OLIO E PIU,Manhattan,10014,40.73393128,-73.99963556
THE CHAI SPOT,Manhattan,10013,40.71947179,-73.99629869
POKE RICE,Manhattan,10014,40.73193034,-74.00132782
CHIPOTLE MEXICAN GRILL,Manhattan,10022,40.75874513,-73.96863573
THE POLO BAR,Manhattan,10022,40.76156823,-73.97466999
WAN WAAN THAI RESTAURANT,Manhattan,10011,40.74355168,-73.99973656
JUICE PRESS @ EQUINOX,Manhattan,10021,40.7704094,-73.95720005
BLAKE & TODD,Manhattan,10036,40.75691952,-73.97918371
CHAMPION PIZZA ESSEX,Manhattan,10002,40.71950413,-73.98772001
CONGEE VILLAGE,Manhattan,10002,40.71867274,-73.99063139
BUONA NOTTE,Manhattan,10013,40.71777832,-73.99814939
BROOKLYN BAGEL & COFFEE COMPANY,Manhattan,10003,40.73089262,-73.99311928
Aroma Coffee Shop,Manhattan,10029,40.79288163,-73.94077123
PIZZA PLUS,Manhattan,10035,40.80207178,-73.93698847
SLICE PIZZA,Manhattan,10017,40.75196956,-73.97358005
Bathhouse,Manhattan,10010,40.74052386,-73.99112991
LE PETIT PARISIEN,Manhattan,10026,40.80301369,-73.94896518
MAMO RESTAURANT,Manhattan,10013,40.72199148,-74.00408026
BLEECKER STREET PIZZA,Manhattan,10014,40.7322679,-74.0035577
MALA KITCHEN,Manhattan,10017,40.75643623,-73.97803964
NEW YORK BURGER CO.,Manhattan,10011,40.74725706,-74.00317594
LECHONERA TROPICAL & GRILL,Manhattan,10029,40.78996695,-73.94688424
MOMOFUKU SSAM BAR,Manhattan,10038,40.70629143,-74.00302971
BLUE MOUNTAIN HEIGHTS CAFE & BAR,Manhattan,10032,40.83343009,-73.94143244
TEMASKE,Manhattan,10003,40.72954715,-73.98698571
BEAR DONUT,Manhattan,10001,40.74727566,-73.98773291
STARBUCKS COFFEE #53473,Manhattan,10006,40.70663113,-74.01263108
THE PARISIAN TEA ROOM,Manhattan,10018,40.75405571,-73.99387485
ROTHSCHILD TLV,Manhattan,10075,40.77450531,-73.95920846
RAMEN TAKUMI,Manhattan,10003,40.73077746,-73.99548623
"RESTAURANT ASSOCIATES, INC",Manhattan,10036,40.75593483,-73.98332411
MASAWA,Manhattan,10027,40.80989871,-73.95878571
LE CHEILE,Manhattan,10033,40.85132772,-73.93990207
NEW BAGEL RX,Manhattan,10011,40.73736498,-73.99902932
STAR PIZZA,Manhattan,10002,40.71790102,-73.98628094
LITTLE ITALY PIZZA,Manhattan,10018,40.75192801,-73.98754798
BIZCOCHO DE COLORES,Manhattan,10034,40.86600223,-73.91939973
HIDDEN CITY CATERING,Manhattan,10010,40.73991381,-73.98445403
ANGELINA BAKERY,Manhattan,10019,40.76295588,-73.98307327
OASIS CAFE,Manhattan,10019,40.76705699,-73.98634298
SOLELY TEA,Manhattan,10002,40.71817055,-73.99196622
BEN & JERRY'S,Manhattan,10036,40.75739816,-73.98618975
HEALTHY CHOICE GOURMET DELI & PIZZA,Manhattan,10001,40.74793484,-73.9928324
AN'NAM,Manhattan,10036,40.76044752,-73.98565488
HILTON NEW YORK TIMES SQUARE,Manhattan,10036,40.75673969,-73.98865882
SENBEI NYC,Manhattan,10013,40.71614516,-73.99721514
BRASA PERUVIAN KITCHEN,Manhattan,10004,40.70243711,-74.01274209
JACK'S WIFE FREDA,Manhattan,10011,40.74087278,-74.00168886
CHALAIT,Manhattan,10024,40.78522847,-73.9767915
MEXICUE,Manhattan,10018,40.75460407,-73.98676062
CONVENE,Manhattan,10036,40.75487205,-73.97987736
DUNKIN',Manhattan,10007,40.71401218,-74.00866815
PLAYA BOWLS,Manhattan,10018,40.75129947,-73.98765638
SUTTON CAFE RESTAURANT,Manhattan,10022,40.75777465,-73.96329399
LOS MUNCHIES II,Manhattan,10033,40.84887622,-73.93406677
GREENS DELIGHT,Manhattan,10040,40.86334466,-73.92659028
PEAKY BARISTA,Manhattan,10025,40.79082866,-73.96897809
MON CHER MARKET,Manhattan,10013,40.71647448,-74.00437572
SUGARWOOD,Manhattan,10012,40.72593303,-74.00121585
NEW DYNASTY,Manhattan,10001,40.74938421,-73.99551384
LOS TACOS NO.1,Manhattan,10036,40.75712932,-73.98744594
BEACON THEATRE (LOGE STAIRS BAR),Manhattan,10023,40.78055775,-73.98142946
BAGEL MARKET,Manhattan,10019,40.76932164,-73.98841839
SWAY LOUNGE,Manhattan,10013,40.72592449,-74.00842076
TABU,Manhattan,10034,40.86582105,-73.92759988
CLOCK WORK,Manhattan,10002,40.71531308,-73.98988516
11 STREET CAFE,Manhattan,10014,40.73563005,-74.00747659
BAREBURGER,Manhattan,10019,40.76699898,-73.98354155
BROADHURST THEATER,Manhattan,10036,40.75801864,-73.98762264
RAENU THAI,Manhattan,10025,40.79743498,-73.96790953
THE FACULTY HOUSE,Manhattan,10027,40.80667096,-73.95896471
EL DIABLITO TAQUERIA INC,Manhattan,10003,40.72517495,-73.98894201
MIGHTY BOWL,Manhattan,10075,40.77391259,-73.95964208
THE AINSWORTH MIDTOWN,Manhattan,10016,40.74688804,-73.98294383
LADY CHOW KITCHEN,Manhattan,10013,40.71777554,-73.99682907
AMARA,Manhattan,10009,40.72977925,-73.97884945
787 COFFEE,Manhattan,10021,40.76670958,-73.95750207
DA ANDREA,Manhattan,10011,40.73584703,-73.99538124
GYU-KAKU RESTAURANT,Manhattan,10024,40.79033565,-73.97308806
FELLINI,Manhattan,10012,40.72592204,-74.0017426
MONA'S,Manhattan,10009,40.72906276,-73.97830487
NEW GOLDEN EMPIRE CHINESE RESTAURANT,Manhattan,10031,40.82605592,-73.9433215
LA DINASTIA,Manhattan,10032,40.84310138,-73.93919752
STUDIO 151,Manhattan,10009,40.72552741,-73.97780453
SUNDAES AND CONES,Manhattan,10003,40.73087038,-73.98939208
GOLDEN MANNA BAKERY,Manhattan,10013,40.71448457,-73.99720078
BOBA WHALE,Manhattan,10065,40.76176181,-73.96037505
WASABI SUSHI BENTO,Manhattan,10018,40.75469473,-73.98750054
RPM UNDERGROUND,Manhattan,10019,40.76425415,-73.98303684
GOLDEN BOWL RESTAURANT,Manhattan,10002,40.71417983,-73.99506531
MOOMOOCHA,Manhattan,10003,40.7329753,-73.98642576
PROOF COFFEE ROASTER,Manhattan,10016,40.73955849,-73.97703842
ATOMIX,Manhattan,10016,40.74436283,-73.98274238
MAZU,Manhattan,10016,40.74532276,-73.97839699
SANTO ENTIERRO DE XALPATLAHUAC RESTAURANT,Manhattan,10032,40.83733172,-73.93877276
